BGC0002092,0
BGC0000358,0
BGC0001152,0
BGC0000389,0
BGC0000399,0
BGC0000398,0
BGC0000462,0
BGC0001312,0
BGC0002522,0
BGC0000433,0
BGC0000305,0
BGC0000344,0
BGC0000463,0
BGC0001509,0
BGC0002548,0
BGC0002379,0
BGC0002434,1
BGC0001435,1
BGC0000999,1
BGC0002509,1
BGC0001553,1
BGC0000996,1
BGC0001043,1
BGC0002365,1
BGC0001556,1
BGC0001726,1
BGC0002408,2
BGC0002569,2
BGC0000386,2
BGC0000330,2
BGC0000424,2
BGC0002329,2
BGC0002563,2
BGC0002565,2
BGC0002117,2
BGC0002529,3
BGC0001345,3
BGC0002324,3
BGC0002491,3
BGC0002492,3
BGC0002414,3
BGC0002528,3
BGC0002531,3
BGC0002473,3
BGC0002747,4
BGC0000356,4
BGC0000465,4
BGC0002748,4
BGC0002512,4
BGC0002746,4
BGC0002494,5
BGC0002496,5
BGC0000460,5
BGC0002495,5
BGC0002474,5
BGC0002493,5
BGC0002540,6
BGC0000125,6
BGC0001709,6
BGC0000115,6
BGC0000138,6
BGC0002333,6
BGC0002074,7
BGC0001796,7
BGC0002285,7
BGC0001779,7
BGC0001674,7
BGC0001506,7
BGC0002380,8
BGC0000593,8
BGC0001494,8
BGC0000594,8
BGC0002061,8
BGC0002049,8
BGC0000719,9
BGC0000712,9
BGC0000696,9
BGC0000709,9
BGC0000708,9
BGC0000713,9
BGC0000262,10
BGC0000223,10
BGC0002047,10
BGC0002478,10
BGC0000232,10
BGC0002504,10
BGC0002607,11
BGC0001030,11
BGC0002609,11
BGC0002598,11
BGC0002605,11
BGC0002606,11
BGC0002415,12
BGC0000368,12
BGC0000454,12
BGC0000451,12
BGC0002413,12
BGC0002431,13
BGC0000114,13
BGC0002038,13
BGC0000100,13
BGC0002526,13
BGC0001579,14
BGC0000503,14
BGC0001576,14
BGC0001660,14
BGC0002346,14
BGC0001758,15
BGC0002160,15
BGC0001005,15
BGC0001608,15
BGC0002188,15
BGC0001473,16
BGC0000611,16
BGC0001474,16
BGC0001471,16
BGC0000614,16
BGC0001569,17
BGC0000449,17
BGC0001814,17
BGC0001561,17
BGC0002440,17
BGC0002595,18
BGC0002596,18
BGC0002593,18
BGC0001121,18
BGC0002594,18
BGC0001462,19
BGC0000311,19
BGC0000418,19
BGC0000419,19
BGC0001459,19
BGC0002435,20
BGC0001514,20
BGC0002039,20
BGC0002040,20
BGC0002462,20
BGC0002073,21
BGC0000940,21
BGC0000941,21
BGC0002305,21
BGC0001531,21
BGC0002297,22
BGC0001667,22
BGC0001017,22
BGC0001015,22
BGC0000396,22
BGC0000615,23
BGC0001472,23
BGC0002363,23
BGC0001753,23
BGC0002311,23
BGC0002498,24
BGC0001662,24
BGC0002356,24
BGC0002072,24
BGC0002357,24
BGC0001496,25
BGC0001781,25
BGC0001655,25
BGC0002425,25
BGC0002543,26
BGC0001035,26
BGC0000338,26
BGC0002611,26
BGC0001092,27
BGC0000255,27
BGC0001109,27
BGC0002068,27
BGC0001064,28
BGC0001357,28
BGC0001663,28
BGC0001566,28
BGC0002309,29
BGC0002279,29
BGC0002280,29
BGC0001746,29
BGC0001696,30
BGC0000625,30
BGC0001802,30
BGC0002560,30
BGC0000722,31
BGC0000383,31
BGC0000723,31
BGC0000997,31
BGC0000695,32
BGC0000700,32
BGC0001095,32
BGC0000407,32
BGC0001568,33
BGC0001074,33
BGC0001558,33
BGC0000214,33
BGC0002058,34
BGC0002158,34
BGC0002075,34
BGC0002287,34
BGC0001128,35
BGC0001792,35
BGC0002437,35
BGC0001132,35
BGC0002570,36
BGC0002533,36
BGC0002613,36
BGC0000467,36
BGC0000995,37
BGC0001113,37
BGC0001114,37
BGC0002059,37
BGC0001384,38
BGC0000268,38
BGC0000229,38
BGC0001769,38
BGC0000423,39
BGC0000325,39
BGC0000349,39
BGC0002424,39
BGC0002254,40
BGC0000818,40
BGC0001084,40
BGC0002253,40
BGC0002516,41
BGC0002175,41
BGC0002241,41
BGC0002536,42
BGC0002457,42
BGC0002458,42
BGC0002518,43
BGC0000323,43
BGC0002071,43
BGC0002469,44
BGC0000944,44
BGC0000939,44
BGC0001702,45
BGC0001052,45
BGC0001703,45
BGC0002475,46
BGC0001801,46
BGC0000412,46
BGC0001536,47
BGC0002432,47
BGC0002384,47
BGC0000981,48
BGC0000979,48
BGC0000980,48
BGC0002319,49
BGC0000582,49
BGC0000583,49
BGC0001146,50
BGC0000603,50
BGC0001145,50
BGC0001416,51
BGC0001806,51
BGC0000447,51
BGC0001400,52
BGC0002200,52
BGC0001679,52
BGC0001694,53
BGC0000001,53
BGC0001492,53
BGC0001653,54
BGC0000023,54
BGC0000050,54
BGC0002429,55
BGC0002427,55
BGC0002614,55
BGC0000612,56
BGC0002732,56
BGC0000607,56
BGC0001048,57
BGC0000963,57
BGC0002350,57
BGC0001540,58
BGC0000466,58
BGC0001607,58
BGC0000082,59
BGC0001004,59
BGC0000162,59
BGC0000097,60
BGC0001349,60
BGC0000029,60
BGC0000384,61
BGC0001085,61
BGC0000391,61
BGC0000095,62
BGC0001303,62
BGC0000142,62
BGC0002295,63
BGC0000375,63
BGC0000727,63
BGC0000464,64
BGC0000400,64
BGC0001414,64
BGC0000197,65
BGC0000199,65
BGC0000273,65
BGC0000039,66
BGC0000088,66
BGC0000098,66
BGC0001635,67
BGC0000326,67
BGC0002314,67
BGC0001260,68
BGC0001082,68
BGC0001706,68
BGC0002616,69
BGC0000104,69
BGC0002619,69
BGC0000101,70
BGC0000684,70
BGC0000196,70
BGC0002412,71
BGC0000373,71
BGC0002091,71
BGC0002618,72
BGC0001776,72
BGC0000629,72
BGC0000809,73
BGC0000821,73
BGC0002460,73
BGC0000971,74
BGC0000145,74
BGC0001041,74
BGC0001409,75
BGC0001061,75
BGC0001439,75
BGC0000453,76
BGC0000320,76
BGC0001341,76
BGC0002591,77
BGC0001075,77
BGC0001343,77
BGC0002525,78
BGC0001026,78
BGC0002261,78
BGC0002521,79
BGC0000411,79
BGC0002053,80
BGC0002289,80
BGC0002259,81
BGC0000403,81
BGC0002503,82
BGC0002371,82
BGC0002042,83
BGC0000327,83
BGC0002511,84
BGC0002243,84
BGC0002321,85
BGC0002103,85
BGC0002360,86
BGC0002581,86
BGC0002266,87
BGC0002199,87
BGC0002264,88
BGC0002278,88
BGC0002349,89
BGC0000002,89
BGC0002572,90
BGC0002484,90
BGC0002335,91
BGC0002327,91
BGC0002284,92
BGC0000893,92
BGC0002066,93
BGC0002067,93
BGC0002210,94
BGC0002738,94
BGC0002382,95
BGC0000591,95
BGC0002488,96
BGC0002487,96
BGC0002420,97
BGC0002419,97
BGC0002466,98
BGC0001767,98
BGC0002223,99
BGC0001340,99
BGC0002313,100
BGC0002294,100
BGC0002370,101
BGC0002589,101
BGC0002547,102
BGC0002510,102
BGC0002205,103
BGC0002204,103
BGC0002352,104
BGC0001021,104
BGC0002283,105
BGC0002218,105
BGC0002230,106
BGC0000959,106
BGC0001546,107
BGC0001485,107
BGC0002602,108
BGC0001516,108
BGC0001571,109
BGC0002182,109
BGC0001826,110
BGC0001825,110
BGC0001795,111
BGC0001644,111
BGC0001813,112
BGC0001641,112
BGC0001752,113
BGC0000359,113
BGC0001639,114
BGC0000581,114
BGC0001719,115
BGC0000075,115
BGC0001547,116
BGC0001508,116
BGC0001511,117
BGC0000020,117
BGC0001565,118
BGC0000334,118
BGC0002561,119
BGC0001221,119
BGC0002079,120
BGC0002078,120
BGC0000839,121
BGC0000838,121
BGC0001138,122
BGC0000873,122
BGC0000852,123
BGC0002052,123
BGC0001130,124
BGC0001056,124
BGC0001135,125
BGC0002095,125
BGC0000964,126
BGC0001045,126
BGC0000949,127
BGC0000288,127
BGC0001415,128
BGC0000955,128
BGC0001403,129
BGC0002592,129
BGC0002553,130
BGC0000880,130
BGC0001452,131
BGC0001522,131
BGC0002527,132
BGC0000946,132
BGC0000652,133
BGC0001079,133
BGC0000717,134
BGC0000690,134
BGC0000837,135
BGC0000836,135
BGC0002387,136
BGC0001377,136
BGC0001570,137
BGC0002051,137
BGC0002054,138
BGC0002479,138
BGC0000883,139
BGC0000874,139
BGC0001714,140
BGC0001436,140
BGC0000281,141
BGC0000280,141
BGC0000291,142
BGC0000461,142
BGC0000092,143
BGC0000055,143
BGC0000118,144
BGC0000119,144
BGC0000321,145
BGC0001585,145
BGC0000402,146
BGC0001090,146
BGC0000213,147
BGC0000187,147
BGC0000191,148
BGC0000212,148
BGC0000339,149
BGC0000415,149
BGC0000211,150
BGC0000226,150
