BGC0000528,BGC0001146,0.95
BGC0000528,BGC0000598,0.95
BGC0000528,BGC0002322,0.82
BGC0000528,BGC0001176,0.88
BGC0000528,BGC0001645,0.88
BGC0000528,BGC0000874,0.96
BGC0000528,BGC0001674,0.95
BGC0000528,BGC0000539,0.87
BGC0000528,BGC0000603,0.96
BGC0000528,BGC0000582,0.89
BGC0000528,BGC0001145,0.94
BGC0000528,BGC0001576,0.7
BGC0000528,BGC0001660,0.84
BGC0000528,BGC0000503,0.88
BGC0000528,BGC0000544,0.95
BGC0000528,BGC0000514,0.96
BGC0000528,BGC0001638,0.89
BGC0000528,BGC0001655,0.88
BGC0000528,BGC0001579,0.77
BGC0000528,BGC0001639,0.92
BGC0000528,BGC0000592,0.88
BGC0000528,BGC0002307,0.86
BGC0000528,BGC0001494,0.89
BGC0000528,BGC0000625,0.9
BGC0000528,BGC0002303,0.96
BGC0000528,BGC0000521,0.88
BGC0000528,BGC0000583,0.94
BGC0000528,BGC0002316,0.73
BGC0000528,BGC0002382,0.96
BGC0000528,BGC0000502,0.89
BGC0000528,BGC0001398,0.96
BGC0000528,BGC0000581,0.9
BGC0000528,BGC0001779,0.63
BGC0000528,BGC0002319,0.84
BGC0000528,BGC0001640,0.88
BGC0000528,BGC0000594,0.91
BGC0000528,BGC0002346,0.82
BGC0000528,BGC0002747,0.9
BGC0000528,BGC0001496,0.9
BGC0000528,BGC0001559,0.93
BGC0000528,BGC0002330,0.89
BGC0000528,BGC0000501,0.92
BGC0000528,BGC0000605,0.95
BGC0000528,BGC0001392,0.96
BGC0000528,BGC0002049,0.95
BGC0000528,BGC0000612,0.9
BGC0000528,BGC0002289,0.89
BGC0000528,BGC0000565,0.95
BGC0002356,BGC0000073,0.58
BGC0002356,BGC0000245,0.98
BGC0002356,BGC0002374,0.81
BGC0002356,BGC0000253,0.95
BGC0002356,BGC0001062,0.82
BGC0002356,BGC0000263,0.95
BGC0002356,BGC0002545,0.93
BGC0002356,BGC0002191,0.78
BGC0002356,BGC0000031,0.73
BGC0002356,BGC0000012,0.85
BGC0002356,BGC0001662,0.02
BGC0002356,BGC0001404,0.83
BGC0002356,BGC0001663,0.81
BGC0002356,BGC0000165,0.72
BGC0002356,BGC0002238,0.82
BGC0002356,BGC0000232,0.95
BGC0002356,BGC0001661,0.94
BGC0002356,BGC0001124,0.83
BGC0002356,BGC0002385,0.82
BGC0002356,BGC0000230,0.97
BGC0002356,BGC0001366,0.93
BGC0002356,BGC0001094,0.77
BGC0002356,BGC0000264,0.93
BGC0002356,BGC0002308,0.63
BGC0002356,BGC0001578,0.92
BGC0002356,BGC0000684,0.91
BGC0002356,BGC0000148,0.55
BGC0002356,BGC0002355,0.3
BGC0002356,BGC0002732,0.95
BGC0002356,BGC0002233,0.87
BGC0002356,BGC0000076,0.82
BGC0002356,BGC0000220,0.94
BGC0002356,BGC0001075,0.94
BGC0002356,BGC0000092,0.69
BGC0002356,BGC0000126,0.46
BGC0002356,BGC0001597,0.72
BGC0002356,BGC0002081,0.97
BGC0002356,BGC0000164,0.66
BGC0002356,BGC0000043,0.88
BGC0002356,BGC0002478,0.96
BGC0002356,BGC0001446,0.85
BGC0002356,BGC0002096,0.83
BGC0002356,BGC0002333,0.62
BGC0002356,BGC0000045,0.81
BGC0002356,BGC0000024,0.61
BGC0002356,BGC0002523,0.59
BGC0002356,BGC0000051,0.56
BGC0002356,BGC0000052,0.32
BGC0002356,BGC0000113,0.54
BGC0002356,BGC0002376,0.64
BGC0002356,BGC0001590,0.97
BGC0002356,BGC0001512,0.93
BGC0002356,BGC0001755,0.53
BGC0002356,BGC0000027,0.93
BGC0002356,BGC0002526,0.59
BGC0002356,BGC0000123,0.72
BGC0002356,BGC0002086,0.65
BGC0002356,BGC0000013,0.88
BGC0002356,BGC0000124,0.54
BGC0002356,BGC0001625,0.95
BGC0002356,BGC0000001,0.77
BGC0002356,BGC0000065,0.95
BGC0002356,BGC0000241,0.98
BGC0002356,BGC0002541,0.7
BGC0002356,BGC0002083,0.84
BGC0002356,BGC0002525,0.86
BGC0002356,BGC0000214,0.92
BGC0002356,BGC0001060,0.89
BGC0002356,BGC0000004,0.9
BGC0002356,BGC0001770,0.53
BGC0002356,BGC0000151,0.45
BGC0002356,BGC0000221,0.92
BGC0002356,BGC0001396,0.69
BGC0002356,BGC0001749,0.86
BGC0002356,BGC0001566,0.89
BGC0002356,BGC0000070,0.94
BGC0002356,BGC0000062,0.89
BGC0002356,BGC0002619,0.89
BGC0002356,BGC0000255,0.94
BGC0002356,BGC0000030,0.91
BGC0002356,BGC0001340,0.89
BGC0002356,BGC0002387,0.93
BGC0002356,BGC0001242,0.92
BGC0002356,BGC0002446,0.49
BGC0002356,BGC0001622,0.95
BGC0002356,BGC0001264,0.85
BGC0002356,BGC0000097,0.64
BGC0002356,BGC0000109,0.5
BGC0002356,BGC0001064,0.88
BGC0002356,BGC0001495,0.61
BGC0002356,BGC0000069,0.77
BGC0002356,BGC0001159,0.87
BGC0002356,BGC0002497,0.62
BGC0002356,BGC0002455,0.85
BGC0002356,BGC0001143,0.86
BGC0002356,BGC0000029,0.54
BGC0002356,BGC0002223,0.89
BGC0002356,BGC0001065,0.52
BGC0002356,BGC0001761,0.72
BGC0002356,BGC0001693,0.94
BGC0002356,BGC0001773,0.57
BGC0002356,BGC0000111,0.75
BGC0002356,BGC0000040,0.59
BGC0002356,BGC0001537,0.61
BGC0002356,BGC0001720,0.93
BGC0002356,BGC0000094,0.59
BGC0002356,BGC0000181,0.82
BGC0002356,BGC0000224,0.98
BGC0002356,BGC0001338,0.94
BGC0002356,BGC0002506,0.93
BGC0002356,BGC0002537,0.91
BGC0002356,BGC0001827,0.94
BGC0002356,BGC0002745,0.83
BGC0002356,BGC0002098,0.49
BGC0002356,BGC0002253,0.93
BGC0002356,BGC0001400,0.81
BGC0002356,BGC0001447,0.59
BGC0002356,BGC0002547,0.97
BGC0002356,BGC0000190,0.95
BGC0002356,BGC0001784,0.61
BGC0002356,BGC0001606,0.83
BGC0002356,BGC0002063,0.87
BGC0002356,BGC0000261,0.93
BGC0002356,BGC0000149,0.54
BGC0002356,BGC0001288,0.7
BGC0002356,BGC0000021,0.58
BGC0002356,BGC0002240,0.81
BGC0002356,BGC0001350,0.86
BGC0002356,BGC0001649,0.7
BGC0002356,BGC0001433,0.64
BGC0002356,BGC0001653,0.54
BGC0002356,BGC0000223,0.96
BGC0002356,BGC0000011,0.92
BGC0002356,BGC0002357,0.4
BGC0002356,BGC0001343,0.94
BGC0002356,BGC0001709,0.54
BGC0002356,BGC0002515,0.85
BGC0002356,BGC0001383,0.79
BGC0002356,BGC0002383,0.96
BGC0002356,BGC0000032,0.72
BGC0002356,BGC0002366,0.94
BGC0002356,BGC0000215,0.91
BGC0002356,BGC0002175,0.84
BGC0002356,BGC0002062,0.92
BGC0002356,BGC0000080,0.71
BGC0002356,BGC0001731,0.99
BGC0002356,BGC0000837,0.95
BGC0002356,BGC0000202,0.96
BGC0002356,BGC0001068,0.86
BGC0002356,BGC0000191,0.94
BGC0002356,BGC0002187,0.79
BGC0002356,BGC0000050,0.55
BGC0002356,BGC0000154,0.93
BGC0002356,BGC0000266,0.93
BGC0002356,BGC0001293,0.72
BGC0002356,BGC0001828,0.48
BGC0002356,BGC0000103,0.59
BGC0002356,BGC0002477,0.94
BGC0002356,BGC0001172,0.78
BGC0002356,BGC0002045,0.99
BGC0002356,BGC0001436,0.87
BGC0002356,BGC0000222,0.98
BGC0002356,BGC0000127,0.86
BGC0002356,BGC0001444,0.99
BGC0002356,BGC0000134,0.79
BGC0002356,BGC0000198,0.93
BGC0002356,BGC0000176,0.81
BGC0002356,BGC0002594,0.89
BGC0002356,BGC0002047,0.92
BGC0002356,BGC0000225,0.92
BGC0002356,BGC0000234,0.91
BGC0002356,BGC0000023,0.71
BGC0002356,BGC0000100,0.59
BGC0002356,BGC0002070,0.95
BGC0002356,BGC0002315,0.96
BGC0002356,BGC0002507,0.92
BGC0002356,BGC0002237,0.9
BGC0002356,BGC0002596,0.88
BGC0002356,BGC0000212,0.95
BGC0002356,BGC0000058,0.56
BGC0002356,BGC0001489,0.88
BGC0002356,BGC0001349,0.62
BGC0002356,BGC0000110,0.71
BGC0002356,BGC0002291,0.64
BGC0002356,BGC0001409,0.9
BGC0002356,BGC0001508,0.92
BGC0002356,BGC0000167,0.66
BGC0002356,BGC0001795,0.86
BGC0002356,BGC0002255,0.83
BGC0002356,BGC0000163,0.71
BGC0002356,BGC0000120,0.86
BGC0002356,BGC0002165,0.85
BGC0002356,BGC0001061,0.9
BGC0002356,BGC0000273,0.96
BGC0002356,BGC0002443,0.99
BGC0002356,BGC0000022,0.86
BGC0002356,BGC0001204,0.58
BGC0002356,BGC0002500,0.66
BGC0002356,BGC0002229,0.8
BGC0002356,BGC0000171,0.85
BGC0002356,BGC0002504,0.93
BGC0002356,BGC0000088,0.9
BGC0002356,BGC0000104,0.89
BGC0002356,BGC0002244,0.93
BGC0002356,BGC0000682,0.92
BGC0002356,BGC0002060,0.85
BGC0002356,BGC0000200,0.94
BGC0002356,BGC0002498,0.4
BGC0002356,BGC0001729,0.9
BGC0002356,BGC0001675,0.94
BGC0002356,BGC0002168,0.91
BGC0002356,BGC0001002,0.84
BGC0002356,BGC0000160,0.83
BGC0002356,BGC0000279,0.99
BGC0002356,BGC0001376,0.94
BGC0002356,BGC0001377,0.92
BGC0002356,BGC0002155,0.85
BGC0002356,BGC0001403,0.94
BGC0002356,BGC0000839,0.95
BGC0002356,BGC0000179,0.84
BGC0002356,BGC0000072,0.72
BGC0002356,BGC0001520,0.84
BGC0002356,BGC0001533,0.75
BGC0002356,BGC0001700,0.42
BGC0002356,BGC0001830,0.68
BGC0002356,BGC0000135,0.65
BGC0002356,BGC0002429,0.9
BGC0002356,BGC0001031,0.8
BGC0002356,BGC0001523,0.61
BGC0002356,BGC0000017,0.79
BGC0002356,BGC0002102,0.45
BGC0002356,BGC0000231,0.89
BGC0002356,BGC0000130,0.86
BGC0002356,BGC0000028,0.49
BGC0002356,BGC0000055,0.73
BGC0002356,BGC0000172,0.83
BGC0002356,BGC0001492,0.73
BGC0002356,BGC0000118,0.88
BGC0002356,BGC0001470,0.78
BGC0002356,BGC0002612,0.91
BGC0002356,BGC0000836,0.94
BGC0002356,BGC0000233,0.84
BGC0002356,BGC0001596,0.96
BGC0002356,BGC0000208,0.95
BGC0002356,BGC0000170,0.88
BGC0002356,BGC0002431,0.57
BGC0002356,BGC0002180,0.85
BGC0002356,BGC0001504,0.77
BGC0002356,BGC0002369,0.95
BGC0002356,BGC0000044,0.81
BGC0002356,BGC0000083,0.78
BGC0002356,BGC0000042,0.54
BGC0002356,BGC0000035,0.71
BGC0002356,BGC0002616,0.92
BGC0002356,BGC0000129,0.83
BGC0002356,BGC0001296,0.66
BGC0002356,BGC0000211,0.96
BGC0002356,BGC0002514,0.94
BGC0002356,BGC0001141,0.88
BGC0002356,BGC0000114,0.53
BGC0002356,BGC0000157,0.61
BGC0002356,BGC0000084,0.59
BGC0002356,BGC0001658,0.62
BGC0002356,BGC0002592,0.93
BGC0002356,BGC0000133,0.69
BGC0002356,BGC0002177,0.93
BGC0002356,BGC0000236,0.94
BGC0002356,BGC0000085,0.77
BGC0002356,BGC0001694,0.66
BGC0002356,BGC0002258,0.84
BGC0002356,BGC0002227,0.82
BGC0002356,BGC0000159,0.61
BGC0002356,BGC0001305,0.83
BGC0002356,BGC0002483,0.92
BGC0002356,BGC0001303,0.67
BGC0002356,BGC0002510,0.92
BGC0002356,BGC0000197,0.95
BGC0002356,BGC0000098,0.85
BGC0002356,BGC0000240,0.98
BGC0002356,BGC0000153,0.71
BGC0002356,BGC0002517,0.64
BGC0002356,BGC0001644,0.81
BGC0002356,BGC0000102,0.63
BGC0002356,BGC0000146,0.86
BGC0002356,BGC0002038,0.54
BGC0002356,BGC0000177,0.85
BGC0002356,BGC0002381,0.95
BGC0002356,BGC0000235,0.94
BGC0002356,BGC0001722,0.91
BGC0002356,BGC0000226,0.95
BGC0002356,BGC0000046,0.83
BGC0002356,BGC0000041,0.53
BGC0002356,BGC0000115,0.49
BGC0002356,BGC0000256,0.94
BGC0002356,BGC0000140,0.85
BGC0002356,BGC0002072,0.31
BGC0002356,BGC0002228,0.8
BGC0002356,BGC0000269,0.93
BGC0002356,BGC0002558,0.83
BGC0002356,BGC0002587,0.64
BGC0002356,BGC0002266,0.83
BGC0002356,BGC0002192,0.77
BGC0002356,BGC0000039,0.82
BGC0002356,BGC0000237,0.91
BGC0002356,BGC0001200,0.69
BGC0002356,BGC0000184,0.85
BGC0002356,BGC0001300,0.79
BGC0002356,BGC0000204,0.92
BGC0002356,BGC0001405,0.9
BGC0002356,BGC0000173,0.82
BGC0002356,BGC0000242,0.96
BGC0002356,BGC0000119,0.9
BGC0002356,BGC0000161,0.9
BGC0002356,BGC0001213,0.88
BGC0002356,BGC0001357,0.88
BGC0002356,BGC0002257,0.91
BGC0002356,BGC0000121,0.92
BGC0002356,BGC0001299,0.78
BGC0002356,BGC0001067,0.86
BGC0002356,BGC0001730,0.95
BGC0002356,BGC0000467,0.84
BGC0002356,BGC0000174,0.85
BGC0002356,BGC0002556,0.96
BGC0002356,BGC0002194,0.85
BGC0002356,BGC0000143,0.71
BGC0002356,BGC0002502,0.89
BGC0002356,BGC0000117,0.55
BGC0000960,BGC0002186,0.8
BGC0000960,BGC0001043,0.81
BGC0000960,BGC0000966,0.86
BGC0000960,BGC0001063,0.9
BGC0000960,BGC0001116,0.91
BGC0000960,BGC0002068,0.91
BGC0000960,BGC0001702,0.89
BGC0000960,BGC0002509,0.76
BGC0000960,BGC0001056,0.94
BGC0000960,BGC0002416,0.84
BGC0000960,BGC0001034,0.85
BGC0000960,BGC0000289,0.95
BGC0000960,BGC0000091,0.9
